#C 2015 Widow Rockfish Assessment
#C Allan C. Hicks and Chantel R. Wetzel
#C NWFSC, NOAA, Seattle, WA

1916  #_styr
2014  #_endyr
1   #_nseas
12    #_months/season
1   #_spawn_seas
5   #_Nfleet
4   #_Nsurveys
1   #_N_areas

BottomTrawl%MidwaterTrawl%Hake%Net%HnL%JuvSurvey%Triennial%NWFSC%ForeignAtSea
#BTr  MTr  Hak  Net  HnL  JvS  Tri  NWS  FAS
# 1    2     3   4    5    6    7    8    9
0.5   0.5  0.5  0.5  0.5  0.5  0.55 0.65 0.5  #Fleet and survey timing in season
 1     1    1    1    1    1    1    1    1   #Area of each fleet and survey
 1     1    1    1    1                    #Units of each fleet: 1=Biomass(mt),2=Numbers(1000s)
0.01  0.01 0.01 0.01 0.01                  # SE of log(catch) by fleet for equilibrium and continuous options

2                                          #_Ngenders
40                                         #_Nages
 0    0    0     0    0                    #_init_equil_catch_for_each_fishery

99      #_N_lines_of_catch_to_read
#_catch_biomass(mt):_columns_are_fisheries,year,season
#BottomTrawl  MidwaterTrawl Hake  Net HnL Year  Season
1985    1   1   2   1   80  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.04    0.02    0.02    0.03    0.04    0.31    0.41    0.07    0.05    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.04    0.02    0.02    0.03    0.04    0.31    0.41    0.07    0.05    0.01    0.00    0.00    0.00    0.00    0.00    0.00
1986    1   1   1   1   7   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.05    0.05    0.00    0.01    0.03    0.08    0.16    0.21    0.11    0.04    0.12    0.11    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.05    0.05    0.00    0.01    0.03    0.08    0.16    0.21    0.11    0.04    0.12    0.11    0.02    0.01    0.00    0.00
1986    1   1   2   1   5   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.04    0.02    0.02    0.03    0.04    0.31    0.41    0.07    0.05    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.04    0.02    0.02    0.03    0.04    0.31    0.41    0.07    0.05    0.01    0.00    0.00    0.00    0.00    0.00    0.00
1987    1   1   1   1   1   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.07    0.07    0.00    0.01    0.03    0.07    0.16    0.20    0.10    0.04    0.11    0.10    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.07    0.07    0.00    0.01    0.03    0.07    0.16    0.20    0.10    0.04    0.11    0.10    0.02    0.01    0.00    0.00
1987    1   1   2   1   1   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.06    0.03    0.03    0.04    0.03    0.30    0.39    0.07    0.05    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.06    0.03    0.03    0.04    0.03    0.30    0.39    0.07    0.05    0.01    0.00    0.00    0.00    0.00    0.00    0.00
#WCGOP dicards for HnL
2004    1   1   0   1   14  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.26    0.14    0.08    0.24    0.11    0.05    0.06    0.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.26    0.14    0.08    0.24    0.11    0.05    0.06    0.04    0.00    0.00    0.00
2005    1   1   0   1   24  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.09    0.13    0.15    0.18    0.22    0.20    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.09    0.13    0.15    0.18    0.22    0.20    0.02    0.01    0.00    0.00    0.00
2006    1   1   0   1   6   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.21    0.61    0.07    0.04    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.21    0.61    0.07    0.04    0.00    0.07    0.00    0.00    0.00    0.00
2007    1   1   0   1   42  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.01    0.00    0.01    0.01    0.03    0.20    0.52    0.17    0.00    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.01    0.00    0.01    0.01    0.03    0.20    0.52    0.17    0.00    0.02    0.00    0.00    0.00
2008    1   1   0   1   45  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.09    0.11    0.05    0.11    0.05    0.15    0.18    0.13    0.05    0.04    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.09    0.11    0.05    0.11    0.05    0.15    0.18    0.13    0.05    0.04    0.02    0.01    0.00    0.00
2009    1   1   0   1   75  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.09    0.30    0.23    0.20    0.13    0.04    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.09    0.30    0.23    0.20    0.13    0.04    0.01    0.00    0.00    0.00
2010    1   1   0   1   37  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.03    0.03    0.14    0.09    0.29    0.34    0.04    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.03    0.03    0.14    0.09    0.29    0.34    0.04    0.03    0.00    0.00
2011    1   1   0   1   14  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.03    0.24    0.17    0.15    0.04    0.03    0.00    0.01    0.01    0.00    0.13    0.10    0.01    0.07    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.03    0.24    0.17    0.15    0.04    0.03    0.00    0.01    0.01    0.00    0.13    0.10    0.01    0.07    0.00    0.00    0.00
2012    1   1   0   1   4   0.00    0.00    0.00    0.00    0.00    0.53    0.00    0.00    0.08    0.00    0.23    0.08    0.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.53    0.00    0.00    0.08    0.00    0.23    0.08    0.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2013    1   1   0   1   21  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.04    0.05    0.47    0.25    0.16    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.04    0.05    0.47    0.25    0.16    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
#MIDWATER TRAWL
#year   Season  Fleet   gender  partition   nSamps  F8  F10 F12 F14 F16 F18 F20 F22 F24 F26 F28 F30 F32 F34 F36 F38 F40 F42 F44 F46 F48 F50 F52 F54 F56 M8  M10 M12 M14 M16 M18 M20 M22 M24 M26 M28 M30 M32 M34 M36 M38 M40 M42 M44 M46 M48 M50 M52 M54 M56
1979    1   2   3   2   39  0   0   0   0   0   0   0   0   0   0   0   0   0   1.49    1.51    7.4 17.19   10.1    3.21    1.91    0.71    0.5 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2.29    9.36    23.07   11.96   7.09    1.7 0   0.5 0   0   0   0
1980    1   2   3   2   367 0   0   0   0   0   0   0   0   0   0   0.02    0   0.27    0.68    1.5 3.32    9.23    16.67   10.2    4.19    3.4 1.51    0.26    0.01    0   0   0   0   0   0   0   0   0   0   0   0   0   0.33    1.19    5.46    16.28   15.53   7.23    1.93    0.6 0.15    0.05    0   0   0
1981    1   2   3   2   896 0   0   0   0   0   0   0   0   0   0   0.07    0.48    1.07    1.32    2.9 5.62    6.11    10.69   13.43   6.79    2.72    1.12    0.23    0.01    0   0   0   0   0   0   0   0   0   0   0   0.13    0.62    2.32    3.52    6.36    14.16   12.87   6.1 1.17    0.19    0.01    0   0   0   0
1982    1   2   3   2   1228    0   0   0   0   0   0   0.01    0.01    0.33    0.33    0.38    1.01    2.39    3.71    3.45    3.76    5.25    7.43    11.22   8.2 4.39    1.49    0.23    0.04    0   0.02    0   0   0   0   0   0.01    0.1 0.3 0.29    0.44    1.51    3.37    5.04    4.39    8.33    12.59   7.76    1.76    0.39    0.06    0.01    0   0   0
1983    1   2   3   2   642 0   0   0   0   0   0   0   0   0.03    0.32    1.14    4.62    8.85    10.55   6.03    3.51    1.93    2.09    3.63    3.41    1.75    0.82    0.48    0.22    0.02    0   0   0   0   0   0   0   0   0   0.22    1.93    5.74    10.61   10.28   6.61    3.58    5.18    3.61    2.33    0.39    0.13    0.01    0   0   0
1984    1   2   3   2   600 0   0   0   0   0   0   0   0   0   0   0.08    0.87    4.85    10.03   11.46   6.74    3.17    3.02    5.2 5.16    2.58    0.93    0.18    0.04    0.01    0   0   0   0   0   0   0   0   0   0   0.08    1.57    5.6 12.38   10.41   5.19    4.99    3.99    1.14    0.24    0.06    0.02    0   0   0
1985    1   2   3   2   698 0   0   0   0   0   0   0   0   0.01    0.01    0.5 2.51    4.45    6.16    10.34   9.81    5.41    2.53    2.36    2.25    1.4 0.99    0.18    0.02    0   0   0   0   0   0   0   0   0   0   0.03    0.67    2.96    5.02    11.25   15.58   8.63    3.64    2.36    0.72    0.15    0.03    0.04    0   0   0
1986    1   2   3   2   776 0   0   0   0   0   0   0   0   0   0   0.15    0.91    3.1 5.89    8.1 8.34    10.12   6.93    2.54    2.45    2.05    1.46    0.38    0.05    0   0   0   0   0   0   0   0   0   0   0.05    0.04    1.25    3.21    8.06    10.23   12.92   6.87    2.75    1.51    0.46    0.14    0.04    0   0   0
1987    1   2   3   2   945 0   0   0   0   0   0   0   0   0   0   0.29    1.34    3.3 5.54    9.58    9.11    7.75    5.91    3.45    1.8 1.51    0.97    0.43    0.02    0.01    0   0   0   0   0   0   0   0   0   0   0.16    1.58    5.43    10.44   11.8    9.55    5.89    2.21    1.42    0.33    0.09    0.03    0   0   0.04
1988    1   2   3   2   525 0   0   0   0   0   0   0   0   0   0.04    0.35    0.9 2.58    7.09    10.53   9.17    6.74    4.97    2.74    2.44    0.66    1.16    0.19    0.01    0   0   0   0   0   0   0   0   0   0   0.06    0.08    1.33    2.86    10.77   13.11   12.83   5.35    2.24    1.4 0.28    0.03    0.04    0.05    0   0
1989    1   2   3   2   661 0   0   0   0   0   0   0   0   0   0   0.24    0.88    2.79    6.71    9.38    9.79    8.6 5.03    3.04    1.33    0.82    0.58    0.24    0.09    0   0   0   0   0   0   0   0   0   0   0   0.03    1.25    3.27    8.71    12.62   14.01   7.05    2.52    0.72    0.31    0   0   0   0   0
1990    1   2   3   2   751 0   0   0   0   0   0   0   0   0   0   0   0.02    0.5 2.61    4.76    9.73    11.61   10.72   6.85    3.1 1.15    0.46    0.15    0   0.05    0   0   0   0   0   0   0   0   0   0   0.01    0.06    1.2 4.24    11.2    14.36   12.33   3.44    1.1 0.24    0.1 0   0   0   0
1991    1   2   3   2   455 0   0   0   0   0   0   0   0   0   0   0   0.08    0.63    1.88    5.14    9.38    10.64   9.06    6.93    2.92    1.49    1.13    0.29    0.19    0.01    0   0   0   0   0   0   0   0   0   0   0   0   0.72    4.53    8.71    13.96   13.06   6.51    1.98    0.57    0.11    0.07    0   0   0
1992    1   2   3   2   396 0   0   0   0   0   0   0   0   0   0   1.76    6.8 9.12    4.38    5.14    5.41    4.94    4.75    3.03    1.95    0.31    0.5 0.05    0   0   0   0   0   0   0   0   0   0   0.06    0.29    4.42    9.35    5.58    8.52    5.68    8.23    6.07    2.33    1.09    0.21    0.03    0   0   0   0
1993    1   2   3   2   296 0   0   0   0   0   0   0   0   0   0   0   0.1 1.62    3.48    6.03    6.33    7.1 8   7.94    6.26    3.74    1.05    0   0.07    0   0   0   0   0   0   0   0   0   0   0   0   0.42    2.37    5.95    7.5 10.01   12.6    7.39    1.49    0.55    0   0   0   0   0
1994    1   2   3   2   247 0   0   0   0   0   0   0   0   0   0.03    0.07    0.51    1.25    5.81    7.57    8.59    7.52    7.25    5.18    3.18    1.34    0.44    0.06    0   0   0   0   0   0   0   0   0   0   0   0.03    0.06    0.68    3.09    9.07    13.41   10.94   8.52    3.6 1.27    0.5 0.04    0.02    0   0   0
1995    1   2   3   2   263 0   0   0   0   0   0   0   0   0   0.03    0.08    0.31    1.16    1.67    4.17    8.85    9.07    6.49    7.21    6.76    3.66    0.76    0.02    0   0   0   0   0   0   0   0   0   0   0   0.02    0.12    0.52    1.15    3.8 9.59    14.3    10.89   7.35    1.34    0.28    0.38    0   0   0   0.03
1996    1   2   3   2   229 0   0   0   0   0   0   0   0   0.05    0.15    0.28    1.1 3.57    5.9 8   6.66    6.13    5.61    3.49    3.74    2.35    0.44    0.49    0.24    0   0   0   0   0   0   0   0   0   0.06    0.03    1   2.09    4.81    7.17    10.58   12.05   6.63    3.95    2.13    0.9 0.39    0   0   0   0
1997    1   2   3   2   311 0   0   0   0   0   0   0   0   0   0   0.21    0.34    2.98    7.11    8.39    8.41    6.03    3.41    4.89    2.36    1.42    0.58    0.19    0   0   0   0   0   0   0   0   0   0   0   0.04    0.02    1.28    3.92    11.12   14.98   11.65   6.82    2.82    0.84    0.17    0   0.02    0   0   0
1998    1   2   3   2   134 0   0   0   0   0   0   0   0   0   0   0   0.07    1.4 3.61    11.24   8.64    7.22    6.09    4.3 2.81    1.05    1.22    0.1 0   0   0   0   0   0   0   0   0   0   0   0   0   0.28    3   7.68    12.24   16.1    8.9 3.3 0.5 0.11    0.08    0.05    0   0   0
1999    1   2   3   2   205 0   0   0   0   0   0   0   0   0   0.25    0.07    0.51    2.71    4.96    6.37    8.94    12.37   5.86    4.48    2.43    0.64    0.3 0.05    0.24    0   0   0   0   0   0   0   0   0   0   0   0.23    1.1 2.36    7.38    12.85   15.53   8.04    1.78    0.47    0.02    0   0   0.02    0.02    0
2000    1   2   3   2   456 0   0   0   0   0   0   0   0   0   0   0   0.54    2.02    4.55    6.87    8.61    9.09    7.84    4.66    2.33    1.96    0.83    0.32    0   0   0   0   0   0   0   0   0   0   0   0.06    0.35    0.48    2.4 6.3 11.89   14.05   9.04    4.11    1.14    0.52    0.04    0   0   0   0
2001    1   2   3   2   315 0   0   0   0   0   0   0   0   0   0   0.06    0.28    0.94    3.08    7.01    7.75    8.69    7.4 5.74    3.39    1.47    0.23    0.33    0.07    0   0   0   0   0   0   0   0   0   0   0   0.06    0.41    2.21    7.92    12.29   14.63   10.35   3.25    1.61    0.49    0.36    0   0   0   0
2002    1   2   3   2   144 0   0   0   0   0   0   0   0   0   0   0.19    0.23    0.86    1.64    4.4 7.35    12.47   8.14    6.77    4   2.54    0.48    0.23    0.13    0   0   0   0   0   0   0   0   0   0   0.18    0.38    1.11    0.92    2.49    11.06   16.86   10.82   5.65    1.05    0.02    0.01    0   0.01    0   0
2003    1   2   3   2   33  0   0   0   0   0   0   0   0   0.44    0   0   2.6 9.11    7.85    9.08    8.03    7.15    6.08    2.4 0.78    1.86    1.71    0   0   0   0   0   0   0   0   0   0   0   0   0   0   1.18    4.1 11.53   12.29   11.3    2.5 0   0   0   0   0   0   0   0
2004    1   2   3   2   63  0   0   0   0   0   0   0   0   0   0   0   0.53    1.51    4.34    9.39    9.15    7.86    7.91    8.58    4.26    3.01    3.69    1.32    0.61    0   0   0   0   0   0   0   0   0   0   0   0   0.56    1.31    3.64    11.9    8.22    4.43    4.74    1.86    0   1.05    0   0.15    0   0
2005    1   2   3   2   49  0   0   0   0   0   0   0   0   0   0   0   0.53    1   4.39    4.45    5.21    8.11    5.83    8.07    8.37    5.24    5.24    2.86    0.7 0.07    0   0   0   0   0   0   0   0   0   0   0   0.88    0.28    5.72    7.03    9.7 5.76    6.08    4.26    0.07    0.15    0   0   0   0
2006    1   2   3   2   35  0   0   0   0   0   0   0   0   0   0   0   0.3 0.37    1.35    3.08    4.5 8.05    6.66    6.65    10.5    6.03    9.36    4.56    0.37    0.32    0   0   0   0   0   0   0   0   0   0.08    0.08    0   0.71    1.18    2.2 5.18    10.81   7.49    8.78    1.3 0.06    0.05    0.01    0   0
2007    1   2   3   2   7   0   0   0   0   0   0   0   0   0   0   1.43    2.35    3.98    5.09    9.21    6.21    4.51    5.09    3.27    2   0   1   0.98    0   0   0   0   0   0   0   0   0   0   0   0   1.57    2.65    8.02    4.91    9.79    10.79   9.49    3.91    2.73    1   0   0   0.02    0   0
2008    1   2   3   2   70  0   0   0   0   0   0   0   0   0   0   0.42    1.49    7.11    10.72   7.71    4.48    4.6 4.88    5.45    3.06    1.63    0.82    0.49    0   0   0   0   0   0   0   0   0   0   0   0   0.27    1.81    9.36    12.54   7.51    6.2 4.75    2.67    1.56    0.25    0.18    0.01    0   0   0
2009    1   2   3   2   98  0   0   0   0   0   0   0.01    0   0   0.01    0.05    0.25    0.99    1.5 2.82    4.37    5.66    11.29   15.45   8.88    5.01    6.15    0.4 0.77    0   0   0   0   0   0   0   0.01    0   0   0.01    0.06    0.5 1.36    1.71    3.84    5.21    7.65    9.18    6.41    0.28    0.08    0.08    0   0   0
2010    1   2   3   2   63  0   0   0   0   0   0   0   0   0   0   0   0.06    0.81    0.98    4.28    3.99    3.96    6.42    12.79   11.71   6.15    6.58    2.23    0.39    0   0   0   0   0   0   0   0   0   0   0   0   0.09    1.88    3.13    5.81    6.7 6.71    7.64    5.93    1.58    0.1 0.07    0.01    0   0
2011    1   2   3   2   49  0   0   0   0   0   0   0   0   0   0   0.29    0.5 1.9 2.99    5.77    7.83    6.66    7.5 7.06    5.98    4.79    0.63    0.5 0.04    0   0   0   0   0   0   0   0   0   0   0   0.13    1.05    3.52    4.55    5.87    13.3    7.96    7.19    2.23    1.74    0   0   0   0   0
2012    1   2   3   2   77  0   0   0   0   0   0   0   0   0   0   0.04    0.08    2.86    6.06    7.88    6.93    7.25    3.66    3.93    4.43    1.93    2.24    0.38    0   0   0   0   0   0   0   0   0   0   0   0   0   0.59    4.61    7.69    10.23   9.92    9.7 5.31    3.16    0.95    0.11    0.04    0   0   0
2013    1   2   3   2   84  0   0   0   0   0   0   0   0   0   0   0.19    0.75    3.27    3.12    4.66    6.18    6.82    5.16    4.29    4.8 3.05    1.85    0.52    0   0   0   0   0   0   0   0   0   0   0   0   0.27    1.41    3.61    5.27    12.59   10.61   7.13    9.29    3.63    1.51    0   0   0   0   0
2014    1   2   3   2   84  0   0   0   0   0   0   0   0   0   0.07    0.07    0.07    0.64    3.53    3.72    6   7.47    11.55   9.89    7.78    2.65    1.07    1.14    0.01    0   0   0   0   0   0   0   0   0   0   0.13    0.2 0.01    1.54    4.62    6.57    10.04   9.18    8.77    3.23    0.05    0.02    0   0   0   0
#HAKE
#year   Season  Fleet   gender  partition   nSamps  F8  F10 F12 F14 F16 F18 F20 F22 F24 F26 F28 F30 F32 F34 F36 F38 F40 F42 F44 F46 F48 F50 F52 F54 F56 M8  M10 M12 M14 M16 M18 M20 M22 M24 M26 M28 M30 M32 M34 M36 M38 M40 M42 M44 M46 M48 M50 M52 M54 M56
1991    1   3   3   2   46  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.26    1.01    1.26    3.40    6.54    11.98   5.30    8.53    9.85    3.39    0.11    0.00    0.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.26    0.00    1.38    1.96    6.60    13.82   10.84   8.01    3.51    0.96    0.49    0.00    0.00    0.00    0.00    0.00
1992    1   3   3   2   164 0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.02    0.17    1.16    3.27    5.27    8.14    8.84    9.60    8.97    5.92    2.12    0.24    0.27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.48    2.02    5.75    11.53   7.77    6.72    5.07    2.86    2.45    1.01    0.28    0.06
1993    1   3   3   2   227 0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.07    0.26    0.80    3.37    8.13    8.74    8.90    14.42   6.76    5.72    0.82    0.72    0.58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.32    0.96    7.89    8.89    10.85   5.68    3.74    1.51    0.59    0.12    0.06    0.05    0.01
1994    1   3   3   2   328 0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.12    1.15    5.01    9.25    7.96    5.53    8.62    5.52    3.05    3.54    4.63    0.71    0.09    0.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.94    0.71    3.32    5.82    9.61    10.88   5.83    4.29    1.68    1.02    0.16    0.11    0.03    0.06    0.17
1995    1   3   3   2   399 0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.06    0.12    1.42    3.92    3.43    9.31    9.73    5.61    8.48    3.93    2.48    1.03    0.83    0.10    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.14    0.16    1.45    2.77    6.62    12.12   12.41   7.39    2.74    1.78    0.49    0.61    0.68    0.18    0.00
